1606 insure 保险
1607 verse 诗
1608 pot 锅
1609 sincere 真诚
1610 cotton 棉花
1611 leaf 叶
1612 rub 擦
1613 medicine 医药
1614 stroke 敲击
1615 bite 咬
1616 lung 肺
1617 lonely 孤独的
1618 admission 入院
1619 stupid 愚蠢的
1620 scratch 从头开始
1621 composition 组成
1622 broadcast 广播
1623 drum 鼓
1624 resist 抵制
1625 neglect 忽视
1626 absent 缺席
1627 passenger 乘客
1628 adventure 冒险
1629 beg 乞求
1630 pipe 管
1631 beard 胡子
1632 bold 大胆
1633 meanwhile 同时
1634 devil 魔鬼
1635 cheer 欢呼
1636 nut 螺母
1637 split 裂开
1638 melt 熔体
1639 swear 发誓
1640 sugar 糖
1641 bury 埋葬
1642 wipe 擦
1643 faint 微弱
1644 creature 生物
1645 tail 尾
1646 wealth 财富
1647 earnest 认真
1648 translate 翻译
1649 suspicion 怀疑
1650 noble 高贵
1651 inquiry 调查
1652 journey 旅程
1653 hesitate 犹豫
1654 extraordinary 非凡
1655 borrow 借入
1656 owe 欠
1657 funeral 葬礼
1658 ambition 野心
1659 mixture 混合物
1660 slope 斜坡
1661 criminal 犯罪
1662 seldom 很少
1663 map 地图
1664 spin 自旋
1665 praise 赞美
1666 spare 备用
1667 plow 犁
1668 telegraph 电报
1669 barrel 桶
1670 straighten 整顿
1671 scarce 稀缺
1672 lunch 午餐
1673 slavery 奴隶制
1674 creep 蠕变
1675 sweat 汗水
1676 gay 同性恋
1677 stiff 僵硬
1678 brave 勇敢
1679 seize 抓住
1680 convenient 方便
1681 horizon 地平线
1682 moderate 温和
1683 complicate 复杂
1684 dig 挖
1685 curse 诅咒
1686 weigh 权衡
1687 priest 牧师
1688 excessive 过度
1689 quarrel 争吵
1690 widow 寡妇
1691 modest 温和
1692 dine 用餐
1693 politician 政治家
1694 custom 风俗
1695 educate 教育
1696 salesman 推销员
1697 nail 钉
1698 tap 自来水
1699 eastern 东部
1700 possession 藏
1701 satisfaction 满意
1702 behave 行为
1703 mercy 怜悯
1704 scatter 散射
1705 objection 反对
1706 silver 银
1707 tent 帐篷
1708 saddle 鞍
1709 wrap 包
1710 nest 巢
1711 grind 研磨
1712 spell 法术
1713 plaster 石膏
1714 arch 弓
1715 swell 膨胀
1716 friendship 友谊
1717 bath 浴
1718 bundle 丛
1719 grateful 感谢
1720 crown 冠
1721 boundary 边界
1722 nowhere 无处
1723 asleep 睡着
1724 clock 时钟
1725 boil 煮沸
1726 altogether 共
1727 lend 借出
1728 holiday 假期
1729 precious 珍贵
1730 wander 漫步
1731 ugly 丑陋的
1732 reputation 声誉
1733 ticket 机票
1734 pretend 假装
1735 dismiss 辞退
1736 delicate 微妙
1737 despair 绝望
1738 awake 清醒
1739 tea 茶
1740 FALSE 假
1741 fortune 财富
1742 cap 帽
1743 thread 线
1744 haste 匆忙
1745 bare 裸
1746 shirt 衬衫
1747 bargain 讨价还价
1748 leather 皮革
1749 rail 铁路
1750 butter 黄油
1751 dot 点
1752 inquire 查询
1753 warmth 温暖
1754 decisive 决定性的
1755 vessel 船
1756 pity 可惜
1757 steam 蒸汽
1758 pin 针
1759 bound 跳跃
1760 companion 伴侣
1761 toe 脚趾
1762 reward 奖励
1763 forbid 禁止
1764 wherever 哪里
1765 tower 塔
1766 bathe 洗澡
1767 lodge 投诉
1768 swallow 燕子
1769 multiply 乘
1770 bow 弓
1771 kingdom 王国
1772 garage 车库
1773 permission 许可
1774 pump 泵
1775 prevention 预防
1776 urgent 紧急
1777 aunt 姑妈
1778 zero 零
1779 idle 懒惰的
1780 fever 热
1781 Christmas 圣诞
1782 regret 遗憾
1783 jaw 下巴
1784 soap 肥皂
1785 pronounce 发音
1786 empire 帝国
1787 bowl 碗
1788 outline 大纲
1789 organ 器官
1790 imitation 模仿
1791 caution 谨慎
1792 mineral 矿产
1793 disagree 不同意
1794 blade 刀片
1795 trick 把戏
1796 treasure 珍惜
1797 immense 巨大
1798 convenience 方便
1799 disapprove 不赞成
1800 destructive 破坏性
1801 fork 叉
1802 noon 中午
1803 ownership 所有权
1804 tune 调
1805 polish 波兰文
1806 poison 毒药
1807 shame 羞耻
1808 loyalty 忠诚
1809 cottage 平房
1810 astonish 骇
1811 shave 刮胡子
1812 feather 羽毛
1813 sauce 酱油
1814 lid 盖
1815 debt 债务
1816 fade 褪色
1817 confess 坦白
1818 classification 分类
1819 descend 下降
1820 cape 角
1821 mild 轻度
1822 clever 聪明的
1823 envelope 信封
1824 invention 发明
1825 sheep 羊
1826 splendid 辉煌
1827 stamp 邮票
1828 float 浮动
1829 brick 砖
1830 rice 水稻
1831 businessman 商人
1832 backward 落后
1833 qualification 资格
1834 artificial 人工
1835 attraction 吸引力
1836 lamp 灯
1837 curl 卷曲
1838 shower 阵雨
1839 elder 长老
1840 bunch 束
1841 bell 钟
1842 steer 引导
1843 flavor 风味
1844 spit 吐
1845 rob 抢劫
1846 cream 奶油
1847 interrupt 中断
1848 pen 笔
1849 weave 编织
1850 orange 橙色
1851 rescue 救援
1852 crush 粉碎
1853 humble 谦逊
1854 fancy 花式
1855 decay 衰变
1856 polite 礼貌
1857 tribe 部落
1858 bleed 出血
1859 coin 硬币
1860 fond 喜欢
1861 autumn 秋季
1862 classify 分类
1863 omit 省略
1864 loyal 忠诚
1865 needle 针
1866 lessen 减少
1867 complaint 投诉
1868 pad 垫
1869 steep 陡峭
1870 skirt 裙子
1871 curtain 窗帘
1872 calculation 计算
1873 laughter 笑声
1874 solemn 庄严
1875 grease 油脂
1876 interfere 干涉
1877 explode 爆炸
1878 fasten 紧固
1879 flag 旗
1880 resign 辞职
1881 postpone 推迟
1882 patience 耐心
1883 boast 吹嘘
1884 rope 绳
1885 envy 羡慕
1886 airplane 飞机
1887 rid 摆脱
1888 shield 盾
1889 veil 面纱
1890 kneel 跪
1891 tray 托盘
1892 explosive 爆炸
1893 brass 黄铜
1894 taxi 的士
1895 wax 蜡
1896 duck 鸭
1897 button 按钮
1898 invent 发明
1899 remedy 补救措施
1900 bush 布什
1901 thunder 雷声
1902 weaken 削弱
1903 poverty 贫困
1904 scrape 刮
1905 arrow 箭头
1906 tender 招标
1907 cruel 残忍
1908 soften 软化
1909 mouse 鼠标
1910 hay 干草
1911 anyhow 无论如何
1912 alike 同样
1913 circular 通告
1914 juice 果汁
1915 shelf 货架
1916 bake 烤
1917 hatred 仇恨
1918 cautious 谨慎
1919 basket 篮
1920 wreck 沉船
1921 width 宽度
1922 confident 信心
1923 log 日志
1924 heap 堆
1925 suck 吸取
1926 ladder 阶梯
1927 gap 差距
1928 obey 服从
1929 hut 小屋
1930 axe 斧
1931 translation 翻译
1932 collar 领
1933 delivery 传递
1934 reproduce 重现
1935 confession 自白
1936 pan 泛
1937 prejudice 偏见
1938 voyage 航程
1939 tobacco 烟草
1940 simplicity 简单
1941 paste 粘贴
1942 cake 蛋糕
1943 elephant 大象
1944 ribbon 丝带
1945 harvest 收获
1946 ashamed 惭愧
1947 cave 洞穴
1948 customary 习惯
1949 thief 小偷
1950 damp 潮湿
1951 sew 缝
1952 rust 锈病
1953 separation 分离
1954 waiter 服务员
1955 pet 宠物
1956 straw 稻草
1957 upset 颠覆
1958 towel 毛巾
1959 refresh 刷新
1960 essence 本质
1961 fur 毛皮
1962 ambitious 雄心勃勃
1963 defendant 被告
1964 daylight 白天
1965 dip 浸
1966 suspicious 可疑
1967 imaginary 虚
1968 ash 灰
1969 carriage 运输
1970 educator 教育家
1971 saw 锯
1972 stove 炉灶
1973 rubber 橡胶
1974 rug 地毯
1975 misery 苦难
1976 awkward 尴尬
1977 rival 对手
1978 roast 烤
1979 deed 契据
1980 preference 偏好
1981 explosion 爆炸
1982 theatrical 戏剧
1983 cultivate 培养
1984 collector 收藏家
1985 miserable 可怜
1986 wrist 手腕
1987 rabbit 兔
1988 accustom 习惯于
1989 tide 潮流
1990 insult 侮辱
1991 thumb 拇指
1992 lump 肿块
1993 annoy 苦恼
1994 toy 玩具
1995 heal 治愈
1996 shallow 浅
1997 repetition 重复
1998 soup 汤
1999 whistle 哨子
2000 scenery 风景
